order_id,customer_name,new_order_date,order_year,month_name,order_month,order_day,category,sub_category,net_sales,discount,profit,total_sales,profit_percentage,region,city,Product_price
OD1506,Mathew,01-03-2015,2015,March,3,1,Oil & Masala,Spices,1741.74,0.2,520.26,2262,29.87012987,Central,Nagercoil,2262.2
OD1507,Malik,05-11-2017,2017,November,11,5,"Eggs, Meat & Fish",Mutton,928.24,0.21,203.76,1132,21.95121951,Central,Coimbatore,1132.21
OD1508,Suresh,17-11-2018,2018,November,11,17,Fruits & Veggies,Fresh Vegetables,1585.25,0.26,279.75,1865,17.64705882,Central,Virudhunagar,1865.26
OD1509,Yusuf,13-11-2016,2016,November,11,13,Snacks,Cookies,1381.6,0.34,188.4,1570,13.63636364,Central,Dindigul,1570.34
OD1510,Mathew,19-10-2018,2018,October,10,19,Beverages,Soft Drinks,1874.34,0.14,439.66,2314,23.45679012,Central,Coimbatore,2314.14
OD1511,Aditi,20-06-2015,2015,June,6,20,Bakery,Breads & Buns,1660.74,0.23,205.26,1866,12.35955056,Central,Ramanadhapuram,1866.23
OD1512,Sharon,27-03-2018,2018,March,3,27,Bakery,Breads & Buns,1029.05,0.23,841.95,1871,81.81818182,Central,Vellore,1871.23
OD1513,Akash,05-11-2017,2017,November,11,5,Oil & Masala,Edible Oil & Ghee,756.48,0.33,425.52,1182,56.25,Central,Dharmapuri,1182.33
OD1514,Jackson,30-01-2018,2018,January,1,30,Oil & Masala,Spices,1310.4,0.15,509.6,1820,38.88888889,Central,Kanyakumari,1820.15
OD1515,Sheeba,19-10-2018,2018,October,10,19,Beverages,Soft Drinks,902.8,0.31,317.2,1220,35.13513514,Central,Trichy,1220.31
OD1516,Veena,06-03-2017,2017,March,3,6,Snacks,Noodles,666,0.28,222,888,33.33333333,Central,Virudhunagar,888.28
OD1517,Hussain,30-05-2015,2015,May,5,30,Snacks,Noodles,1766.97,0.11,264.03,2031,14.94252874,Central,Vellore,2031.11
OD1518,Ramesh,30-01-2017,2017,January,1,30,Oil & Masala,Edible Oil & Ghee,1498.15,0.28,78.85,1577,5.263157895,Central,Theni,1577.28
OD1519,Alan,08-09-2017,2017,September,9,8,Fruits & Veggies,Fresh Vegetables,1538.1,0.32,170.9,1709,11.11111111,Central,Viluppuram,1709.32
OD1520,Krithika,06-12-2015,2015,December,12,6,Bakery,Breads & Buns,1220.93,0.2,250.07,1471,20.48192771,Central,Coimbatore,1471.2
OD1521,Jackson,23-11-2018,2018,November,11,23,Snacks,Cookies,1558.02,0.25,699.98,2258,44.92753623,Central,Dindigul,2258.25
OD1522,Vinne,16-02-2018,2018,February,2,16,Oil & Masala,Spices,1702.55,0.25,300.45,2003,17.64705882,Central,Karur,2003.25
OD1523,Surya,17-12-2016,2016,December,12,17,Bakery,Breads & Buns,1072.81,0.28,438.19,1511,40.84507042,Central,Tenkasi,1511.28
OD1524,Arutra,27-05-2017,2017,May,5,27,Oil & Masala,Edible Oil & Ghee,1637.82,0.25,384.18,2022,23.45679012,Central,Pudukottai,2022.25
OD1525,Arvind,25-05-2015,2015,May,5,25,Food Grains,Rice,491.36,0.34,100.64,592,20.48192771,Central,Vellore,592.34
OD1526,Verma,11-11-2015,2015,November,11,11,Snacks,Noodles,1176.76,0.18,435.24,1612,36.98630137,Central,Dindigul,1612.18
OD1527,Sudeep,08-09-2017,2017,September,9,8,Oil & Masala,Spices,1502.3,0.29,307.7,1810,20.48192771,Central,Bodi,1810.29
OD1528,Amy,19-11-2017,2017,November,11,19,Bakery,Breads & Buns,768.21,0.16,114.79,883,14.94252874,Central,Namakkal,883.16
OD1529,Mathew,03-12-2018,2018,December,12,3,Beverages,Health Drinks,746.9,0.25,611.1,1358,81.81818182,Central,Tirunelveli,1358.25
OD1530,Sudha,27-02-2017,2017,February,2,27,Food Grains,Rice,1416.8,0.33,123.2,1540,8.695652174,Central,Virudhunagar,1540.33
OD1531,Adavan,09-02-2018,2018,February,2,9,Beverages,Soft Drinks,884.5,0.15,640.5,1525,72.4137931,Central,Bodi,1525.15
OD1532,Sundar,16-12-2015,2015,December,12,16,Bakery,Breads & Buns,935.2,0.35,233.8,1169,25,Central,Pudukottai,1169.35
OD1533,Vidya,06-12-2015,2015,December,12,6,Beverages,Soft Drinks,1352.84,0.12,829.16,2182,61.29032258,Central,Vellore,2182.12
OD1534,Ramesh,29-12-2015,2015,December,12,29,"Eggs, Meat & Fish",Chicken,1184.3,0.22,637.7,1822,53.84615385,Central,Viluppuram,1822.22
OD1535,Vinne,27-05-2017,2017,May,5,27,Oil & Masala,Masalas,1100,0.26,275,1375,25,Central,Bodi,1375.26
OD1536,Krithika,31-05-2017,2017,May,5,31,Bakery,Breads & Buns,1304.96,0.19,734.04,2039,56.25,Central,Ramanadhapuram,2039.19
OD1537,Peer,07-01-2017,2017,January,1,7,Beverages,Soft Drinks,661.2,0.16,478.8,1140,72.4137931,Central,Bodi,1140.16
OD1538,Sabeela,12-11-2015,2015,November,11,12,Beverages,Soft Drinks,773.76,0.23,58.24,832,7.52688172,Central,Chennai,832.23
OD1539,Ridhesh,03-10-2015,2015,October,10,3,Beverages,Health Drinks,560.48,0.2,343.52,904,61.29032258,Central,Dharmapuri,904.2
OD1540,Sabeela,04-11-2017,2017,November,11,4,Snacks,Noodles,621.86,0.13,432.14,1054,69.49152542,Central,Tirunelveli,1054.13
OD1541,Rumaiza,07-01-2015,2015,January,1,7,Bakery,Biscuits,921.6,0.12,358.4,1280,38.88888889,Central,Theni,1280.12
OD1542,Verma,26-07-2015,2015,July,7,26,Beverages,Health Drinks,1422.2,0.1,765.8,2188,53.84615385,Central,Chennai,2188.1
OD1543,Yadav,12-05-2016,2016,May,5,12,Snacks,Cookies,442.87,0.34,218.13,661,49.25373134,Central,Dindigul,661.34
OD1544,Veena,04-11-2017,2017,November,11,4,Bakery,Biscuits,895.05,0.32,481.95,1377,53.84615385,Central,Namakkal,1377.32
OD1545,Roshan,29-05-2018,2018,May,5,29,Fruits & Veggies,Fresh Vegetables,1361.92,0.27,430.08,1792,31.57894737,Central,Vellore,1792.27
OD1546,Willams,28-11-2016,2016,November,11,28,Bakery,Cakes,2035.24,0.16,446.76,2482,21.95121951,Central,Salem,2482.16
OD1547,Vince,26-08-2018,2018,August,8,26,Bakery,Biscuits,1883.28,0.16,594.72,2478,31.57894737,Central,Salem,2478.16
OD1548,Sudeep,06-03-2017,2017,March,3,6,Beverages,Health Drinks,528.51,0.28,140.49,669,26.58227848,Central,Cumbum,669.28
OD1549,Akash,20-04-2018,2018,April,4,20,Food Grains,Atta & Flour,1561.24,0.3,135.76,1697,8.695652174,Central,Dindigul,1697.3
OD1550,Surya,03-09-2018,2018,September,9,3,Oil & Masala,Edible Oil & Ghee,551.88,0.27,324.12,876,58.73015873,Central,Vellore,876.27
OD1551,Krithika,07-11-2017,2017,November,11,7,Bakery,Breads & Buns,601.46,0.19,435.54,1037,72.4137931,Central,Madurai,1037.19
OD1552,Sheeba,31-12-2016,2016,December,12,31,Fruits & Veggies,Organic Vegetables,1538.25,0.32,512.75,2051,33.33333333,Central,Madurai,2051.32
OD1553,Vinne,07-11-2016,2016,November,11,7,Fruits & Veggies,Fresh Fruits,493.85,0.35,87.15,581,17.64705882,Central,Krishnagiri,581.35
OD1554,Ram,01-01-2018,2018,January,1,1,Beverages,Soft Drinks,981.46,0.28,601.54,1583,61.29032258,Central,Chennai,1583.28
OD1555,Arutra,13-10-2017,2017,October,10,13,Fruits & Veggies,Organic Fruits,687.48,0.15,323.52,1011,47.05882353,Central,Bodi,1011.15
OD1556,Ram,27-12-2015,2015,December,12,27,Fruits & Veggies,Organic Vegetables,930.75,0.32,344.25,1275,36.98630137,Central,Nagercoil,1275.32
OD1557,Akash,01-03-2015,2015,March,3,1,"Eggs, Meat & Fish",Chicken,289.85,0.23,237.15,527,81.81818182,Central,Dindigul,527.23
OD1558,Anu,04-12-2018,2018,December,12,4,Fruits & Veggies,Organic Vegetables,1522.95,0.27,820.05,2343,53.84615385,East,Vellore,2343.27
OD1559,Ganesh,04-09-2017,2017,September,9,4,Fruits & Veggies,Fresh Fruits,1192.59,0.22,700.41,1893,58.73015873,East,Pudukottai,1893.22
OD1560,Ganesh,30-06-2018,2018,June,6,30,"Eggs, Meat & Fish",Fish,1260.72,0.35,490.28,1751,38.88888889,East,Ooty,1751.35
OD1561,Shree,21-11-2018,2018,November,11,21,Food Grains,Rice,387.96,0.31,248.04,636,63.93442623,East,Perambalur,636.31
OD1562,Jackson,27-07-2018,2018,July,7,27,"Eggs, Meat & Fish",Eggs,1838.16,0.1,645.84,2484,35.13513514,East,Dindigul,2484.1
OD1563,Jonas,01-12-2017,2017,December,12,1,Food Grains,Organic Staples,712.8,0.18,167.2,880,23.45679012,East,Krishnagiri,880.18
OD1564,Shree,16-02-2017,2017,February,2,16,Bakery,Cakes,1225.5,0.32,408.5,1634,33.33333333,East,Theni,1634.32
OD1565,Suresh,09-07-2016,2016,July,7,9,Beverages,Health Drinks,1076.4,0.24,717.6,1794,66.66666667,East,Karur,1794.24
OD1566,Anu,12-10-2018,2018,October,10,12,Food Grains,Rice,2237.25,0.3,117.75,2355,5.263157895,East,Namakkal,2355.3
OD1567,Sundar,17-12-2018,2018,December,12,17,Bakery,Cakes,1371.04,0.32,186.96,1558,13.63636364,East,Salem,1558.32
OD1568,Surya,15-09-2015,2015,September,9,15,Beverages,Health Drinks,584.66,0.18,128.34,713,21.95121951,East,Ooty,713.18
OD1569,Harish,02-09-2017,2017,September,9,2,Food Grains,Atta & Flour,1183.33,0.2,437.67,1621,36.98630137,East,Pudukottai,1621.2
OD1570,Sudha,18-05-2018,2018,May,5,18,Oil & Masala,Spices,1097.25,0.11,827.75,1925,75.43859649,East,Krishnagiri,1925.11
OD1571,Esther,04-06-2015,2015,June,6,4,Oil & Masala,Edible Oil & Ghee,908.28,0.34,657.72,1566,72.4137931,East,Kanyakumari,1566.34
OD1572,Akash,04-06-2015,2015,June,6,4,Bakery,Breads & Buns,624,0.11,208,832,33.33333333,East,Tenkasi,832.11
OD1573,Willams,18-12-2018,2018,December,12,18,Fruits & Veggies,Organic Fruits,700.4,0.25,123.6,824,17.64705882,East,Krishnagiri,824.25
OD1574,Veronica,13-11-2016,2016,November,11,13,Food Grains,Rice,327.75,0.27,247.25,575,75.43859649,East,Kanyakumari,575.27
OD1575,Esther,20-09-2015,2015,September,9,20,"Eggs, Meat & Fish",Mutton,1712.48,0.15,511.52,2224,29.87012987,East,Namakkal,2224.15
OD1576,Roshan,27-04-2016,2016,April,4,27,Oil & Masala,Edible Oil & Ghee,922.4,0.31,230.6,1153,25,East,Namakkal,1153.31
OD1577,Arvind,04-12-2018,2018,December,12,4,Oil & Masala,Edible Oil & Ghee,1002.32,0.24,136.68,1139,13.63636364,East,Ooty,1139.24
OD1578,Malik,04-12-2018,2018,December,12,4,Bakery,Biscuits,1109.6,0.21,58.4,1168,5.263157895,East,Pudukottai,1168.21
OD1579,Sudha,14-11-2016,2016,November,11,14,Beverages,Soft Drinks,1942.98,0.27,548.02,2491,28.20512821,East,Ramanadhapuram,2491.27
OD1580,Vidya,26-05-2017,2017,May,5,26,Food Grains,Dals & Pulses,691.35,0.34,565.65,1257,81.81818182,East,Cumbum,1257.34
OD1581,Vidya,20-09-2015,2015,September,9,20,Food Grains,Rice,1195.74,0.18,118.26,1314,9.89010989,East,Pudukottai,1314.18
OD1582,Alan,17-09-2017,2017,September,9,17,Fruits & Veggies,Fresh Vegetables,1067.44,0.34,145.56,1213,13.63636364,East,Namakkal,1213.34
OD1583,Ram,17-09-2017,2017,September,9,17,Snacks,Noodles,1753.06,0.25,615.94,2369,35.13513514,East,Ooty,2369.25
OD1584,Ravi,28-11-2016,2016,November,11,28,Fruits & Veggies,Fresh Fruits,1633.72,0.3,434.28,2068,26.58227848,East,Kanyakumari,2068.3
OD1585,Arutra,04-12-2016,2016,December,12,4,Food Grains,Atta & Flour,856.8,0.21,163.2,1020,19.04761905,East,Pudukottai,1020.21
OD1586,Peer,18-09-2017,2017,September,9,18,Snacks,Noodles,1076.02,0.28,397.98,1474,36.98630137,East,Vellore,1474.28
OD1587,Arutra,01-09-2017,2017,September,9,1,Fruits & Veggies,Fresh Fruits,1199.25,0.22,399.75,1599,33.33333333,East,Nagercoil,1599.22
OD1588,James,08-05-2016,2016,May,5,8,Oil & Masala,Masalas,880.84,0.15,278.16,1159,31.57894737,East,Chennai,1159.15
OD1589,Amy,22-09-2015,2015,September,9,22,Oil & Masala,Masalas,1145.5,0.1,829.5,1975,72.4137931,East,Chennai,1975.1
OD1590,Sheeba,06-02-2016,2016,February,2,6,Fruits & Veggies,Fresh Fruits,1119.72,0.3,213.28,1333,19.04761905,East,Salem,1333.3
OD1591,Yusuf,07-05-2015,2015,May,5,7,Fruits & Veggies,Organic Fruits,419.84,0.19,92.16,512,21.95121951,East,Namakkal,512.19
OD1592,Shah,14-11-2017,2017,November,11,14,Beverages,Soft Drinks,922.5,0.1,202.5,1125,21.95121951,East,Namakkal,1125.1
OD1593,Veena,26-08-2015,2015,August,8,26,Snacks,Noodles,575.4,0.21,246.6,822,42.85714286,East,Namakkal,822.21
OD1594,Jonas,06-12-2016,2016,December,12,6,Beverages,Soft Drinks,839.48,0.16,514.52,1354,61.29032258,East,Bodi,1354.16
OD1595,James,19-05-2017,2017,May,5,19,"Eggs, Meat & Fish",Fish,823.65,0.1,621.35,1445,75.43859649,East,Chennai,1445.1
OD1596,Arutra,17-11-2018,2018,November,11,17,Beverages,Soft Drinks,1214.4,0.3,809.6,2024,66.66666667,East,Cumbum,2024.3
OD1597,Peer,14-12-2017,2017,December,12,14,Bakery,Biscuits,1148.49,0.17,674.51,1823,58.73015873,East,Karur,1823.17
OD1598,Jackson,12-10-2018,2018,October,10,12,Bakery,Cakes,827.32,0.12,290.68,1118,35.13513514,East,Ooty,1118.12
OD1599,Rumaiza,01-11-2016,2016,November,11,1,Beverages,Soft Drinks,1313.33,0.33,839.67,2153,63.93442623,East,Vellore,2153.33
OD1600,Veronica,01-11-2015,2015,November,11,1,Snacks,Chocolates,863.17,0.33,257.83,1121,29.87012987,East,Chennai,1121.33
OD1601,Aditi,02-11-2015,2015,November,11,2,"Eggs, Meat & Fish",Eggs,1085.85,0.24,819.15,1905,75.43859649,East,Perambalur,1905.24
OD1602,Sharon,07-05-2017,2017,May,5,7,Bakery,Breads & Buns,1066.64,0.29,525.36,1592,49.25373134,East,Karur,1592.29
OD1603,Veronica,29-03-2017,2017,March,3,29,Bakery,Cakes,1283.25,0.2,891.75,2175,69.49152542,East,Salem,2175.2
OD1604,Malik,19-05-2017,2017,May,5,19,Food Grains,Organic Staples,1316.38,0.12,269.62,1586,20.48192771,East,Dindigul,1586.12
OD1605,Surya,08-03-2017,2017,March,3,8,"Eggs, Meat & Fish",Fish,1625.64,0.23,513.36,2139,31.57894737,East,Cumbum,2139.23
OD1606,Krithika,06-02-2016,2016,February,2,6,Oil & Masala,Edible Oil & Ghee,477.48,0.16,41.52,519,8.695652174,East,Nagercoil,519.16
OD1607,Ridhesh,24-12-2017,2017,December,12,24,Food Grains,Organic Staples,339.2,0.16,190.8,530,56.25,East,Ramanadhapuram,530.16
OD1608,Malik,20-09-2018,2018,September,9,20,Bakery,Cakes,2005.96,0.14,128.04,2134,6.382978723,East,Krishnagiri,2134.14
OD1609,Akash,04-12-2016,2016,December,12,4,Bakery,Biscuits,1659.09,0.35,247.91,1907,14.94252874,East,Coimbatore,1907.35
OD1610,Arutra,18-09-2017,2017,September,9,18,Bakery,Breads & Buns,710.64,0.16,558.36,1269,78.57142857,East,Trichy,1269.16
OD1611,Vince,08-10-2018,2018,October,10,8,Bakery,Breads & Buns,1142.4,0.24,642.6,1785,56.25,East,Nagercoil,1785.24
OD1612,Komal,01-11-2016,2016,November,11,1,Oil & Masala,Masalas,1274.35,0.34,1042.65,2317,81.81818182,East,Tenkasi,2317.34
OD1613,Verma,24-03-2018,2018,March,3,24,Oil & Masala,Spices,1359,0.34,151,1510,11.11111111,East,Krishnagiri,1510.34
OD1614,Jonas,08-05-2016,2016,May,5,8,Snacks,Chocolates,1020.11,0.32,708.89,1729,69.49152542,East,Tenkasi,1729.32
OD1615,Veronica,17-09-2016,2016,September,9,17,Food Grains,Dals & Pulses,865.89,0.13,203.11,1069,23.45679012,East,Namakkal,1069.13
OD1616,Hussain,24-12-2018,2018,December,12,24,Beverages,Health Drinks,759.99,0.11,227.01,987,29.87012987,East,Theni,987.11
OD1617,Verma,02-11-2016,2016,November,11,2,Snacks,Cookies,738.08,0.17,579.92,1318,78.57142857,East,Karur,1318.17
OD1618,Aditi,16-02-2017,2017,February,2,16,Bakery,Biscuits,1505.25,0.26,501.75,2007,33.33333333,East,Viluppuram,2007.26
OD1619,Ridhesh,20-09-2018,2018,September,9,20,Snacks,Noodles,666.5,0.2,408.5,1075,61.29032258,East,Viluppuram,1075.2
OD1620,Sharon,07-05-2017,2017,May,5,7,Bakery,Cakes,811.42,0.23,587.58,1399,72.4137931,East,Kanyakumari,1399.23
OD1621,Amrish,22-09-2015,2015,September,9,22,"Eggs, Meat & Fish",Chicken,1361.52,0.29,870.48,2232,63.93442623,East,Trichy,2232.29
OD1622,Krithika,12-06-2018,2018,June,6,12,Oil & Masala,Edible Oil & Ghee,2123.46,0.24,135.54,2259,6.382978723,East,Virudhunagar,2259.24
OD1623,Amrish,04-12-2016,2016,December,12,4,Beverages,Health Drinks,1321.65,0.22,163.35,1485,12.35955056,East,Madurai,1485.22
OD1624,Ramesh,20-09-2018,2018,September,9,20,Fruits & Veggies,Organic Fruits,455.04,0.3,255.96,711,56.25,East,Karur,711.3
OD1625,Sudha,31-03-2017,2017,March,3,31,Snacks,Cookies,827.56,0.34,389.44,1217,47.05882353,East,Trichy,1217.34
OD1626,Esther,01-04-2017,2017,April,4,1,Fruits & Veggies,Fresh Vegetables,498.3,0.3,256.7,755,51.51515152,East,Theni,755.3
OD1627,Arutra,25-03-2015,2015,March,3,25,Bakery,Biscuits,1435.28,0.18,428.72,1864,29.87012987,East,Kanyakumari,1864.18
OD1628,Jonas,21-08-2017,2017,August,8,21,Oil & Masala,Masalas,715.35,0.12,539.65,1255,75.43859649,East,Kanyakumari,1255.12
OD1629,Haseena,25-12-2017,2017,December,12,25,Snacks,Cookies,803.4,0.17,432.6,1236,53.84615385,East,Ooty,1236.17
OD1630,Sudeep,18-12-2018,2018,December,12,18,Oil & Masala,Edible Oil & Ghee,1797.25,0.34,177.75,1975,9.89010989,East,Virudhunagar,1975.34
OD1631,Vince,20-09-2018,2018,September,9,20,Beverages,Soft Drinks,1245.44,0.27,978.56,2224,78.57142857,East,Ramanadhapuram,2224.27
OD1632,Willams,27-10-2017,2017,October,10,27,Oil & Masala,Edible Oil & Ghee,2093.38,0.23,133.62,2227,6.382978723,East,Nagercoil,2227.23
OD1633,Surya,10-03-2017,2017,March,3,10,Snacks,Cookies,500.28,0.17,257.72,758,51.51515152,East,Nagercoil,758.17
OD1634,Surya,06-02-2018,2018,February,2,6,Fruits & Veggies,Fresh Fruits,1153.04,0.1,905.96,2059,78.57142857,East,Virudhunagar,2059.1
OD1635,James,29-06-2016,2016,June,6,29,Snacks,Cookies,547.25,0.19,447.75,995,81.81818182,East,Tenkasi,995.19
OD1636,Sudha,21-06-2015,2015,June,6,21,Oil & Masala,Masalas,1365.65,0.15,735.35,2101,53.84615385,East,Karur,2101.15
OD1637,Kumar,21-06-2017,2017,June,6,21,Fruits & Veggies,Fresh Fruits,1147.06,0.34,234.94,1382,20.48192771,East,Krishnagiri,1382.34
OD1638,Arutra,25-12-2016,2016,December,12,25,Oil & Masala,Masalas,985.5,0.22,109.5,1095,11.11111111,East,Virudhunagar,1095.22
OD1639,Amy,04-06-2015,2015,June,6,4,Food Grains,Organic Staples,646,0.21,114,760,17.64705882,East,Theni,760.21
OD1640,Peer,24-11-2018,2018,November,11,24,Fruits & Veggies,Organic Vegetables,556.22,0.25,402.78,959,72.4137931,East,Namakkal,959.25
OD1641,Jonas,09-09-2018,2018,September,9,9,Fruits & Veggies,Organic Fruits,616.36,0.23,194.64,811,31.57894737,East,Tenkasi,811.23
OD1642,Ram,06-06-2017,2017,June,6,6,Beverages,Soft Drinks,752.4,0.13,615.6,1368,81.81818182,East,Coimbatore,1368.13
OD1643,Shah,20-11-2016,2016,November,11,20,Bakery,Breads & Buns,670.89,0.14,506.11,1177,75.43859649,East,Pudukottai,1177.14
OD1644,Akash,20-11-2018,2018,November,11,20,Bakery,Biscuits,480.32,0.23,151.68,632,31.57894737,East,Nagercoil,632.23
OD1645,Sharon,22-07-2017,2017,July,7,22,Snacks,Cookies,483.74,0.12,238.26,722,49.25373134,East,Tenkasi,722.12
OD1646,Amrish,07-07-2015,2015,July,7,7,"Eggs, Meat & Fish",Fish,674.7,0.11,190.3,865,28.20512821,East,Ooty,865.11
OD1647,Shah,12-06-2016,2016,June,6,12,Bakery,Biscuits,1594.22,0.22,423.78,2018,26.58227848,East,Ramanadhapuram,2018.22
OD1648,Veena,30-10-2018,2018,October,10,30,Food Grains,Dals & Pulses,568.65,0.3,100.35,669,17.64705882,East,Trichy,669.3
OD1649,Muneer,14-07-2015,2015,July,7,14,Snacks,Cookies,1671.16,0.35,366.84,2038,21.95121951,East,Perambalur,2038.35
OD1650,Rumaiza,05-11-2015,2015,November,11,5,Bakery,Cakes,1778.22,0.18,219.78,1998,12.35955056,East,Karur,1998.18
OD1651,Peer,14-04-2018,2018,April,4,14,Oil & Masala,Edible Oil & Ghee,1631.85,0.28,733.15,2365,44.92753623,East,Vellore,2365.28
OD1652,Sundar,09-10-2018,2018,October,10,9,Food Grains,Organic Staples,735,0.28,245,980,33.33333333,East,Dindigul,980.28
OD1653,Sheeba,21-11-2017,2017,November,11,21,"Eggs, Meat & Fish",Fish,1568.6,0.27,136.4,1705,8.695652174,East,Coimbatore,1705.27
OD1654,Harish,06-06-2017,2017,June,6,6,Fruits & Veggies,Organic Fruits,1066.5,0.19,283.5,1350,26.58227848,East,Madurai,1350.19
OD1655,Arvind,20-12-2015,2015,December,12,20,Beverages,Health Drinks,787.2,0.28,524.8,1312,66.66666667,East,Chennai,1312.28
OD1656,Ramesh,18-11-2015,2015,November,11,18,Bakery,Biscuits,945.18,0.33,656.82,1602,69.49152542,East,Tirunelveli,1602.33
OD1657,Jonas,10-04-2018,2018,April,4,10,Food Grains,Organic Staples,1294.48,0.31,176.52,1471,13.63636364,East,Theni,1471.31
OD1658,Veronica,30-09-2017,2017,September,9,30,Fruits & Veggies,Fresh Vegetables,735.14,0.31,90.86,826,12.35955056,East,Virudhunagar,826.31
OD1659,Esther,17-09-2016,2016,September,9,17,Fruits & Veggies,Fresh Vegetables,1503.36,0.23,845.64,2349,56.25,East,Tirunelveli,2349.23
OD1660,Suresh,28-11-2016,2016,November,11,28,Fruits & Veggies,Organic Vegetables,1265.65,0.12,223.35,1489,17.64705882,East,Cumbum,1489.12
OD1661,Rumaiza,14-03-2017,2017,March,3,14,Food Grains,Atta & Flour,1381.68,0.11,537.32,1919,38.88888889,East,Dindigul,1919.11
OD1662,Peer,14-07-2018,2018,July,7,14,Beverages,Health Drinks,1133.32,0.31,820.68,1954,72.4137931,East,Perambalur,1954.31
OD1663,Haseena,20-11-2018,2018,November,11,20,Bakery,Biscuits,1243.97,0.15,123.03,1367,9.89010989,East,Coimbatore,1367.15
OD1664,Aditi,17-09-2016,2016,September,9,17,Beverages,Soft Drinks,694.26,0.19,407.74,1102,58.73015873,East,Coimbatore,1102.19
OD1665,Alan,24-11-2015,2015,November,11,24,Fruits & Veggies,Organic Vegetables,403.2,0.26,226.8,630,56.25,East,Bodi,630.26
OD1666,Roshan,05-09-2017,2017,September,9,5,Oil & Masala,Edible Oil & Ghee,389.64,0.12,183.36,573,47.05882353,East,Pudukottai,573.12
OD1667,Surya,17-11-2015,2015,November,11,17,Beverages,Health Drinks,1966.5,0.3,218.5,2185,11.11111111,East,Namakkal,2185.3
OD1668,Sharon,30-11-2016,2016,November,11,30,Bakery,Breads & Buns,359.29,0.22,229.71,589,63.93442623,East,Perambalur,589.22
OD1669,Suresh,11-12-2018,2018,December,12,11,Oil & Masala,Masalas,1489.9,0.27,95.1,1585,6.382978723,East,Salem,1585.27
OD1670,Amrish,08-05-2018,2018,May,5,8,Fruits & Veggies,Fresh Fruits,811.3,0.15,518.7,1330,63.93442623,East,Vellore,1330.15
OD1671,Alan,24-09-2017,2017,September,9,24,Food Grains,Organic Staples,1104.32,0.27,519.68,1624,47.05882353,East,Cumbum,1624.27
OD1672,Kumar,05-09-2017,2017,September,9,5,Beverages,Health Drinks,1348.2,0.33,791.8,2140,58.73015873,East,Kanyakumari,2140.33
OD1673,Shah,12-11-2017,2017,November,11,12,Bakery,Breads & Buns,1236.7,0.19,253.3,1490,20.48192771,East,Ramanadhapuram,1490.19
OD1674,Muneer,07-07-2015,2015,July,7,7,"Eggs, Meat & Fish",Mutton,1458.81,0.33,342.19,1801,23.45679012,East,Virudhunagar,1801.33
OD1675,Willams,05-09-2017,2017,September,9,5,Snacks,Cookies,1312.35,0.1,706.65,2019,53.84615385,East,Karur,2019.1
OD1676,Rumaiza,01-12-2018,2018,December,12,1,Fruits & Veggies,Organic Fruits,1922.08,0.2,421.92,2344,21.95121951,East,Tenkasi,2344.2
OD1677,Alan,06-11-2018,2018,November,11,6,Bakery,Breads & Buns,1465.31,0.22,437.69,1903,29.87012987,East,Kanyakumari,1903.22
OD1678,Veronica,04-10-2017,2017,October,10,4,Fruits & Veggies,Fresh Vegetables,2100.28,0.31,207.72,2308,9.89010989,East,Theni,2308.31
OD1679,James,07-05-2015,2015,May,5,7,"Eggs, Meat & Fish",Chicken,791.2,0.22,197.8,989,25,East,Vellore,989.22
OD1680,Harish,22-05-2017,2017,May,5,22,Food Grains,Dals & Pulses,481.04,0.34,377.96,859,78.57142857,East,Theni,859.34
OD1681,Krithika,11-03-2017,2017,March,3,11,Fruits & Veggies,Organic Fruits,565.15,0.15,69.85,635,12.35955056,East,Vellore,635.15
OD1682,Adavan,21-11-2017,2017,November,11,21,Snacks,Noodles,1212.9,0.25,653.1,1866,53.84615385,East,Perambalur,1866.25
OD1683,Ram,22-06-2015,2015,June,6,22,Snacks,Cookies,1641.87,0.31,385.13,2027,23.45679012,East,Tenkasi,2027.31
OD1684,Willams,05-09-2017,2017,September,9,5,Bakery,Breads & Buns,1706.96,0.2,539.04,2246,31.57894737,East,Tenkasi,2246.2
OD1685,Ram,15-07-2018,2018,July,7,15,Fruits & Veggies,Organic Fruits,1389.52,0.15,189.48,1579,13.63636364,East,Pudukottai,1579.15
OD1686,Arvind,12-05-2015,2015,May,5,12,Food Grains,Atta & Flour,952.5,0.28,317.5,1270,33.33333333,East,Chennai,1270.28
OD1687,Adavan,18-07-2018,2018,July,7,18,Oil & Masala,Masalas,1089.62,0.11,177.38,1267,16.27906977,East,Ooty,1267.11
OD1688,Sudeep,08-12-2018,2018,December,12,8,Beverages,Health Drinks,831.06,0.17,626.94,1458,75.43859649,East,Namakkal,1458.17
OD1689,Sharon,22-06-2015,2015,June,6,22,"Eggs, Meat & Fish",Chicken,675,0.26,75,750,11.11111111,East,Nagercoil,750.26
OD1690,Rumaiza,31-10-2017,2017,October,10,31,Fruits & Veggies,Organic Vegetables,590.1,0.21,252.9,843,42.85714286,East,Trichy,843.21
OD1691,Yusuf,17-11-2015,2015,November,11,17,Beverages,Soft Drinks,1067.44,0.15,145.56,1213,13.63636364,East,Dharmapuri,1213.15
OD1692,Yusuf,03-05-2016,2016,May,5,3,Oil & Masala,Spices,1635.39,0.23,383.61,2019,23.45679012,East,Pudukottai,2019.23
